"Age","Marital_Status","Race","Sex","Hrs_per_Week","Income","Net_Capital","EducationLevel_clean","Occupation_clean","WorkingClass_clean"
28,"Never-married","White","Female",35,"<=50K",-1980,"HigherEducation","Specialized","Private"
41,"Never-married","White","Female",40,"<=50K",-1980,"HighSchool","Services","Governemnt"
35,"Widowed","Black","Female",40,"<=50K",-1980,"HighSchool","Services","Private"
58,"Divorced","White","Female",45,"<=50K",-1980,"HigherEducation","Services","Private"
40,"Divorced","White","Male",48,"<=50K",-1980,"HighSchool","SkilledLabor","Private"
31,"Never-married","White","Male",60,"<=50K",-1980,"Post-High_School","ManualLabor","Private"
30,"Never-married","White","Female",40,"<=50K",-1980,"HighSchool","Sales","Private"
32,"Separated","Amer-Indian-Eskimo","Male",40,"<=50K",-1980,"Post-High_School","Specialized","Private"
25,"Never-married","White","Male",40,"<=50K",-1980,"Post-High_School","Services","Private"
34,"Never-married","White","Male",40,"<=50K",-1980,"HighSchool","ManualLabor","Private"
56,"Divorced","White","Female",40,"<=50K",-1980,"Post-High_School","Professional","Private"
45,"Divorced","White","Male",40,"<=50K",-1980,"HighSchool","Services","Private"
50,"Never-married","White","Male",40,"<=50K",-1980,"HighSchool","Services","Private"
27,"Never-married","White","Male",40,"<=50K",-1980,"HighSchool","Sales","Private"
51,"Married-civ-spouse","White","Male",40,">50K",-1977,"Post-High_School","Sales","Private"
40,"Married-civ-spouse","White","Male",60,">50K",-1977,"Post-High_School","Specialized","Private"
41,"Married-civ-spouse","White","Male",65,">50K",-1977,"HigherEducation","Professional","Private"
49,"Married-civ-spouse","White","Male",45,">50K",-1977,"HigherEducation","Professional","Private"
37,"Married-civ-spouse","White","Male",40,">50K",-1977,"Post-High_School","SkilledLabor","Private"
36,"Married-civ-spouse","White","Female",45,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
35,"Married-civ-spouse","White","Male",80,">50K",-1977,"HigherEducation","Professional","Private"
29,"Married-civ-spouse","White","Female",25,">50K",-1977,"HighSchool","Sales","SelfEmployed"
50,"Married-civ-spouse","White","Female",40,">50K",-1977,"HigherEducation","Professional","Private"
46,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Sales","Private"
44,"Married-civ-spouse","White","Male",45,">50K",-1977,"HighSchool","Professional","SelfEmployed"
42,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Professional","Governemnt"
38,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","Governemnt"
45,"Married-civ-spouse","White","Male",55,">50K",-1977,"HigherEducation","Professional","Private"
43,"Married-civ-spouse","White","Male",60,">50K",-1977,"HigherEducation","Professional","Governemnt"
47,"Married-civ-spouse","White","Male",60,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
58,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
48,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Specialized","Private"
42,"Married-civ-spouse","White","Male",48,">50K",-1977,"HigherEducation","Professional","Governemnt"
55,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","Private"
51,"Married-civ-spouse","White","Male",40,">50K",-1977,"HighSchool","Sales","Private"
32,"Married-civ-spouse","Black","Male",40,">50K",-1977,"HigherEducation","Professional","Private"
45,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","Governemnt"
56,"Married-civ-spouse","White","Male",44,">50K",-1977,"HigherEducation","SkilledLabor","Private"
38,"Married-civ-spouse","White","Male",60,">50K",-1977,"HigherEducation","Professional","Private"
45,"Married-civ-spouse","White","Male",50,">50K",-1977,"Post-High_School","Sales","Private"
49,"Married-civ-spouse","White","Female",40,">50K",-1977,"HigherEducation","Professional","Private"
36,"Married-civ-spouse","White","Male",40,">50K",-1977,"HighSchool","Professional","Private"
49,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Professional","Private"
30,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K",-1977,"HigherEducation","Professional","Private"
42,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
55,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Professional","Private"
34,"Married-civ-spouse","White","Male",45,">50K",-1977,"HigherEducation","Professional","Private"
54,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","Private"
42,"Married-civ-spouse","White","Male",70,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
25,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Professional","Governemnt"
55,"Married-civ-spouse","White","Male",45,">50K",-1977,"HighSchool","Professional","SelfEmployed"
58,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","Governemnt"
62,"Married-civ-spouse","White","Male",60,">50K",-1977,"HighSchool","ManualLabor","Private"
43,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
57,"Married-civ-spouse","Black","Female",40,">50K",-1977,"HigherEducation","Professional","Governemnt"
42,"Married-civ-spouse","White","Male",60,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
63,"Married-civ-spouse","Asian-Pac-Islander","Male",32,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
47,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
37,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","Private"
40,"Married-civ-spouse","White","Male",60,">50K",-1977,"HigherEducation","Sales","Private"
43,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","Private"
43,"Married-civ-spouse","White","Male",70,">50K",-1977,"HigherEducation","Professional","Governemnt"
41,"Married-civ-spouse","White","Male",60,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
32,"Married-civ-spouse","White","Male",60,">50K",-1977,"HigherEducation","Professional","Private"
47,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Sales","Private"
39,"Married-civ-spouse","White","Male",60,">50K",-1977,"Post-High_School","ManualLabor","Governemnt"
53,"Married-civ-spouse","White","Male",40,">50K",-1977,"Post-High_School","Professional","Private"
34,"Married-civ-spouse","White","Male",45,">50K",-1977,"HigherEducation","Professional","Private"
36,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Professional","Private"
47,"Married-civ-spouse","White","Male",41,">50K",-1977,"HigherEducation","Professional","Governemnt"
52,"Married-civ-spouse","White","Male",45,">50K",-1977,"Post-High_School","Professional","Private"
40,"Married-civ-spouse","Amer-Indian-Eskimo","Male",60,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
42,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
51,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Protective Services","Private"
55,"Married-civ-spouse","White","Male",20,">50K",-1977,"HigherEducation","Specialized","Private"
38,"Married-civ-spouse","White","Male",99,">50K",-1977,"HighSchool","Sales","Private"
52,"Married-civ-spouse","White","Male",50,">50K",-1977,"Post-High_School","Professional","Private"
60,"Married-civ-spouse","White","Male",40,">50K",-1977,"HighSchool","Specialized","Governemnt"
55,"Married-civ-spouse","White","Male",50,">50K",-1977,"Post-High_School","Professional","Private"
47,"Married-civ-spouse","Black","Male",50,">50K",-1977,"HigherEducation","Professional","Governemnt"
46,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Specialized","Private"
35,"Married-civ-spouse","White","Male",45,">50K",-1977,"HigherEducation","Professional","Private"
59,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
57,"Married-civ-spouse","White","Male",45,">50K",-1977,"HigherEducation","Professional","Private"
46,"Married-civ-spouse","White","Male",50,">50K",-1977,"Post-High_School","Professional","Private"
46,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Professional","Governemnt"
52,"Married-civ-spouse","White","Male",40,">50K",-1977,"HighSchool","SkilledLabor","Private"
45,"Married-civ-spouse","White","Female",30,">50K",-1977,"HigherEducation","Professional","Private"
37,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Specialized","Private"
46,"Married-civ-spouse","White","Male",45,">50K",-1977,"HigherEducation","Professional","Private"
44,"Married-civ-spouse","Black","Male",50,">50K",-1977,"HigherEducation","Professional","Private"
45,"Married-civ-spouse","White","Male",50,">50K",-1977,"Post-High_School","Professional","Private"
43,"Married-civ-spouse","White","Male",52,">50K",-1977,"HighSchool","SkilledLabor","Private"
54,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Professional","Governemnt"
50,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Professional","Private"
45,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Professional","Private"
36,"Married-civ-spouse","White","Male",60,">50K",-1977,"HigherEducation","Professional","Private"
27,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","Private"
36,"Married-civ-spouse","White","Male",35,">50K",-1977,"HigherEducation","Sales","Private"
53,"Married-civ-spouse","White","Male",55,">50K",-1977,"HigherEducation","Professional","Private"
51,"Married-civ-spouse","White","Male",35,">50K",-1977,"HigherEducation","Professional","Governemnt"
28,"Married-civ-spouse","White","Female",24,">50K",-1977,"HigherEducation","Professional","Private"
47,"Married-civ-spouse","White","Male",40,">50K",-1977,"Post-High_School","SkilledLabor","SelfEmployed"
45,"Married-civ-spouse","White","Male",60,">50K",-1977,"HigherEducation","Professional","Private"
45,"Married-civ-spouse","White","Female",35,">50K",-1977,"HigherEducation","Professional","Governemnt"
39,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
39,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Professional","Private"
55,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
62,"Married-civ-spouse","White","Male",98,">50K",-1977,"Post-High_School","Professional","Private"
49,"Married-civ-spouse","Asian-Pac-Islander","Male",50,">50K",-1977,"HigherEducation","Sales","Private"
53,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
31,"Married-civ-spouse","White","Male",48,">50K",-1977,"HigherEducation","Professional","Private"
42,"Married-civ-spouse","White","Male",60,">50K",-1977,"HighSchool","Professional","SelfEmployed"
39,"Married-civ-spouse","White","Male",45,">50K",-1977,"HigherEducation","ManualLabor","Private"
60,"Married-civ-spouse","White","Male",45,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
26,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Professional","Private"
37,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Professional","Private"
45,"Married-civ-spouse","White","Male",60,">50K",-1977,"HigherEducation","Professional","Governemnt"
37,"Married-civ-spouse","White","Male",45,">50K",-1977,"Post-High_School","Sales","Private"
32,"Married-civ-spouse","White","Male",45,">50K",-1977,"HigherEducation","Sales","Private"
39,"Married-civ-spouse","White","Male",40,">50K",-1977,"HighSchool","Professional","SelfEmployed"
45,"Married-civ-spouse","White","Male",43,">50K",-1977,"HigherEducation","Professional","Private"
41,"Married-civ-spouse","White","Male",45,">50K",-1977,"HigherEducation","Professional","Private"
36,"Married-civ-spouse","White","Male",65,">50K",-1977,"HighSchool","Specialized","SelfEmployed"
51,"Married-civ-spouse","White","Male",60,">50K",-1977,"HigherEducation","Professional","Governemnt"
39,"Married-civ-spouse","White","Male",62,">50K",-1977,"Post-High_School","Professional","Private"
56,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
53,"Married-civ-spouse","Black","Male",40,">50K",-1977,"HighSchool","Services","Governemnt"
40,"Married-civ-spouse","White","Female",15,">50K",-1977,"Post-High_School","Professional","SelfEmployed"
57,"Married-civ-spouse","Black","Male",40,">50K",-1977,"HigherEducation","Professional","Private"
50,"Married-civ-spouse","White","Male",35,">50K",-1977,"HighSchool","SkilledLabor","Governemnt"
34,"Married-civ-spouse","White","Male",55,">50K",-1977,"HigherEducation","Professional","Private"
35,"Married-civ-spouse","White","Female",30,">50K",-1977,"HigherEducation","Professional","Private"
30,"Married-civ-spouse","White","Male",15,">50K",-1977,"HighSchool","Professional","SelfEmployed"
53,"Married-civ-spouse","White","Male",55,">50K",-1977,"HigherEducation","Professional","Governemnt"
31,"Married-civ-spouse","White","Male",70,">50K",-1977,"HigherEducation","Professional","Governemnt"
37,"Married-civ-spouse","White","Male",60,">50K",-1977,"HigherEducation","Professional","Private"
34,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Sales","Private"
36,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","Private"
40,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","Private"
51,"Married-civ-spouse","White","Male",60,">50K",-1977,"Post-High_School","SkilledLabor","Private"
33,"Married-civ-spouse","White","Male",45,">50K",-1977,"HighSchool","Sales","Private"
40,"Married-civ-spouse","White","Female",20,">50K",-1977,"HigherEducation","Professional","Private"
46,"Married-civ-spouse","White","Male",60,">50K",-1977,"HigherEducation","Sales","SelfEmployed"
54,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","Private"
39,"Married-civ-spouse","White","Female",24,">50K",-1977,"HigherEducation","Professional","Private"
54,"Married-civ-spouse","White","Male",40,">50K",-1977,"Post-High_School","Sales","SelfEmployed"
31,"Married-civ-spouse","White","Male",99,">50K",-1977,"HigherEducation","Professional","Private"
51,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","Private"
36,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Services","Private"
41,"Married-civ-spouse","Asian-Pac-Islander","Male",60,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
56,"Married-civ-spouse","White","Female",50,">50K",-1977,"Post-High_School","Professional","SelfEmployed"
38,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Specialized","Private"
47,"Married-civ-spouse","White","Male",45,">50K",-1977,"HighSchool","SkilledLabor","Private"
39,"Married-civ-spouse","White","Male",45,">50K",-1977,"HigherEducation","Professional","Governemnt"
59,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","Private"
54,"Married-civ-spouse","White","Male",43,">50K",-1977,"HigherEducation","Professional","Private"
54,"Married-civ-spouse","White","Female",35,">50K",-1977,"HigherEducation","Professional","SelfEmployed"
31,"Married-civ-spouse","White","Male",55,">50K",-1977,"HigherEducation","Professional","Private"
59,"Married-civ-spouse","White","Male",48,">50K",-1977,"Post-High_School","Professional","SelfEmployed"
46,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","Private"
57,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","Specialized","Private"
36,"Married-civ-spouse","White","Female",44,">50K",-1977,"HigherEducation","Professional","Private"
44,"Married-civ-spouse","White","Male",40,">50K",-1977,"HigherEducation","SkilledLabor","Private"
33,"Married-civ-spouse","White","Male",50,">50K",-1977,"HigherEducation","Professional","Private"
